mode,b1,b2,b3,r1,r2,r3,y
bounty,BUSTER,GENE,MAX,BYRON,CARL,COLT,0
gemGrab,CLANCY,DOUG,PIPER,BIBI,CHESTER,LARRY & LAWRIE,0
gemGrab,CLANCY,DOUG,PIPER,BIBI,CHESTER,LARRY & LAWRIE,0
hotZone,BYRON,DOUG,GALE,CLANCY,LARRY & LAWRIE,NITA,0
hotZone,BYRON,DOUG,GALE,CLANCY,LARRY & LAWRIE,NITA,0
hotZone,BYRON,LARRY & LAWRIE,STU,BARLEY,EDGAR,SURGE,0
hotZone,BYRON,LARRY & LAWRIE,STU,BARLEY,EDGAR,SURGE,0
brawlBall,COLT,JESSIE,MELODIE,CHESTER,LARRY & LAWRIE,RICO,1
brawlBall,COLT,JESSIE,MELODIE,CHESTER,LARRY & LAWRIE,RICO,0
brawlBall,COLT,JESSIE,MELODIE,CHESTER,LARRY & LAWRIE,RICO,1
knockout,DYNAMIKE,KIT,RICO,BARLEY,GRAY,PIPER,1
knockout,DYNAMIKE,KIT,RICO,BARLEY,GRAY,PIPER,1
heist,CHUCK,MEG,SPIKE,BUZZ,COLT,MELODIE,1
heist,CHUCK,MEG,SPIKE,BUZZ,COLT,MELODIE,1
heist,CHUCK,MEG,SPIKE,BUZZ,COLT,MELODIE,0
bounty,BELLE,BYRON,MEG,ANGELO,BROCK,TICK,0
bounty,BELLE,BYRON,MEG,ANGELO,BROCK,TICK,0
hotZone,BARLEY,JESSIE,LOU,CHESTER,FANG,LARRY & LAWRIE,1
hotZone,BARLEY,JESSIE,LOU,CHESTER,FANG,LARRY & LAWRIE,1
hotZone,GALE,LARRY & LAWRIE,MORTIS,BARLEY,JESSIE,R-T,1
hotZone,GALE,LARRY & LAWRIE,MORTIS,BARLEY,JESSIE,R-T,1
hotZone,GALE,LARRY & LAWRIE,MORTIS,BARLEY,JESSIE,R-T,0
knockout,BELLE,BROCK,MANDY,BUSTER,COLT,GENE,0
knockout,BELLE,BROCK,MANDY,BUSTER,COLT,GENE,1
knockout,BELLE,BROCK,MANDY,BUSTER,COLT,GENE,0
knockout,CARL,PIPER,SPROUT,LARRY & LAWRIE,RICO,SPIKE,0
knockout,CARL,PIPER,SPROUT,LARRY & LAWRIE,RICO,SPIKE,0
knockout,JESSIE,LILY,SPROUT,8-BIT,LARRY & LAWRIE,MR. P,1
knockout,JESSIE,LILY,SPROUT,8-BIT,LARRY & LAWRIE,MR. P,1
hotZone,BERRY,CLANCY,GALE,CHESTER,MEG,MORTIS,0
hotZone,BERRY,CLANCY,GALE,CHESTER,MEG,MORTIS,0
knockout,BYRON,PIPER,TICK,BROCK,GENE,SPROUT,0
knockout,BYRON,PIPER,TICK,BROCK,GENE,SPROUT,1
knockout,BYRON,PIPER,TICK,BROCK,GENE,SPROUT,0
knockout,MICO,NANI,TICK,ANGELO,GRAY,SPROUT,1
knockout,MICO,NANI,TICK,ANGELO,GRAY,SPROUT,1
knockout,MICO,NANI,TICK,ANGELO,GRAY,SPROUT,0
heist,COLETTE,MICO,NITA,COLT,DYNAMIKE,GALE,0
heist,COLETTE,MICO,NITA,COLT,DYNAMIKE,GALE,0
bounty,LEON,MAX,MR. P,COLT,CORDELIUS,LARRY & LAWRIE,0
bounty,LEON,MAX,MR. P,COLT,CORDELIUS,LARRY & LAWRIE,0
heist,BELLE,GALE,MICO,CROW,MELODIE,PIPER,1
heist,BELLE,GALE,MICO,CROW,MELODIE,PIPER,1
heist,BELLE,GALE,MICO,CROW,MELODIE,PIPER,0
brawlBall,AMBER,CHESTER,LARRY & LAWRIE,MAX,MEG,SANDY,1
brawlBall,AMBER,CHESTER,LARRY & LAWRIE,MAX,MEG,SANDY,0
brawlBall,AMBER,CHESTER,LARRY & LAWRIE,MAX,MEG,SANDY,1
gemGrab,GALE,MICO,SHELLY,BYRON,JESSIE,SURGE,1
gemGrab,GALE,MICO,SHELLY,BYRON,JESSIE,SURGE,1
knockout,BUSTER,MICO,MR. P,BROCK,GENE,SPROUT,0
knockout,BUSTER,MICO,MR. P,BROCK,GENE,SPROUT,0
bounty,ANGELO,BUZZ,LARRY & LAWRIE,BARLEY,CARL,EVE,0
bounty,ANGELO,BUZZ,LARRY & LAWRIE,BARLEY,CARL,EVE,0
bounty,ANGELO,BUZZ,LARRY & LAWRIE,BARLEY,CARL,EVE,1
gemGrab,BYRON,CHESTER,SPIKE,CROW,GALE,JESSIE,1
gemGrab,BYRON,CHESTER,SPIKE,CROW,GALE,JESSIE,0
bounty,8-BIT,MAX,PIPER,BELLE,GUS,NANI,1
bounty,8-BIT,MAX,PIPER,BELLE,GUS,NANI,0
bounty,8-BIT,MAX,PIPER,BELLE,GUS,NANI,1
hotZone,BERRY,KIT,STU,BYRON,CORDELIUS,GALE,1
hotZone,BERRY,KIT,STU,BYRON,CORDELIUS,GALE,1
gemGrab,GALE,MEG,RUFFS,GENE,SPROUT,SURGE,0
gemGrab,GALE,MEG,RUFFS,GENE,SPROUT,SURGE,0
gemGrab,BIBI,GENE,RUFFS,CLANCY,NITA,PIPER,0
gemGrab,BIBI,GENE,RUFFS,CLANCY,NITA,PIPER,0
heist,BYRON,COLT,FRANK,BROCK,CLANCY,PIPER,1
heist,BYRON,COLT,FRANK,BROCK,CLANCY,PIPER,1
knockout,BELLE,BYRON,COLT,GENE,NANI,R-T,1
knockout,BELLE,BYRON,COLT,GENE,NANI,R-T,1
knockout,BELLE,BYRON,COLT,GENE,NANI,R-T,0
hotZone,BUSTER,BYRON,WILLOW,CLANCY,CORDELIUS,MEG,0
hotZone,BUSTER,BYRON,WILLOW,CLANCY,CORDELIUS,MEG,0
gemGrab,CROW,GENE,RICO,BYRON,GALE,SANDY,1
gemGrab,CROW,GENE,RICO,BYRON,GALE,SANDY,1
gemGrab,CROW,GENE,RICO,BYRON,GALE,SANDY,0
knockout,BROCK,GALE,MANDY,BYRON,GENE,MAX,1
knockout,BROCK,GALE,MANDY,BYRON,GENE,MAX,1
bounty,BELLE,COLT,MEG,GENE,MAX,NANI,1
bounty,BELLE,COLT,MEG,GENE,MAX,NANI,1
knockout,BROCK,GENE,LARRY & LAWRIE,ANGELO,BYRON,NANI,0
knockout,BROCK,GENE,LARRY & LAWRIE,ANGELO,BYRON,NANI,0
knockout,BROCK,GENE,LARRY & LAWRIE,ANGELO,BYRON,NANI,1
hotZone,BARLEY,EDGAR,LILY,CLANCY,LARRY & LAWRIE,SURGE,1
hotZone,BARLEY,EDGAR,LILY,CLANCY,LARRY & LAWRIE,SURGE,1
brawlBall,BERRY,BIBI,CLANCY,CHESTER,COLT,MEG,1
brawlBall,BERRY,BIBI,CLANCY,CHESTER,COLT,MEG,1
bounty,8-BIT,BELLE,PIPER,MEG,NANI,R-T,0
bounty,8-BIT,BELLE,PIPER,MEG,NANI,R-T,0
bounty,8-BIT,BELLE,PIPER,MEG,NANI,R-T,1
knockout,BUSTER,BYRON,GRAY,GENE,GROM,MEG,1
knockout,BUSTER,BYRON,GRAY,GENE,GROM,MEG,1
knockout,ANGELO,GRAY,MANDY,BO,COLT,PIPER,0
knockout,ANGELO,GRAY,MANDY,BO,COLT,PIPER,0
bounty,CARL,GUS,PIPER,BYRON,GRAY,MAX,0
bounty,CARL,GUS,PIPER,BYRON,GRAY,MAX,0
knockout,BEA,BROCK,GENE,BYRON,EVE,MAX,1
knockout,BEA,BROCK,GENE,BYRON,EVE,MAX,1
heist,CARL,COLT,MELODIE,BERRY,MEG,SPIKE,0
heist,CARL,COLT,MELODIE,BERRY,MEG,SPIKE,0
hotZone,GALE,PAM,STU,ANGELO,BYRON,SPROUT,0
hotZone,GALE,PAM,STU,ANGELO,BYRON,SPROUT,0
knockout,EVE,GUS,SQUEAK,NANI,PIPER,SPIKE,0
knockout,EVE,GUS,SQUEAK,NANI,PIPER,SPIKE,0
gemGrab,CARL,JESSIE,MEG,AMBER,CHARLIE,SANDY,1
gemGrab,CARL,JESSIE,MEG,AMBER,CHARLIE,SANDY,1
heist,EMZ,LILY,NITA,LARRY & LAWRIE,MAX,RICO,0
heist,EMZ,LILY,NITA,LARRY & LAWRIE,MAX,RICO,0
heist,EMZ,LILY,NITA,LARRY & LAWRIE,MAX,RICO,1
heist,DYNAMIKE,GALE,MEG,BARLEY,COLETTE,NITA,1
heist,DYNAMIKE,GALE,MEG,BARLEY,COLETTE,NITA,1
bounty,BYRON,MANDY,MR. P,ANGELO,GRAY,MEG,1
bounty,BYRON,MANDY,MR. P,ANGELO,GRAY,MEG,1
heist,BELLE,BYRON,NANI,CROW,GALE,PIPER,0
heist,BELLE,BYRON,NANI,CROW,GALE,PIPER,0
heist,BELLE,BYRON,NANI,CROW,GALE,PIPER,1
heist,COLETTE,MEG,PIPER,BELLE,CHUCK,GALE,0
heist,COLETTE,MEG,PIPER,BELLE,CHUCK,GALE,1
heist,COLETTE,MEG,PIPER,BELLE,CHUCK,GALE,0
hotZone,BERRY,BUSTER,SURGE,GALE,JESSIE,SANDY,1
hotZone,BERRY,BUSTER,SURGE,GALE,JESSIE,SANDY,0
hotZone,BERRY,BUSTER,SURGE,GALE,JESSIE,SANDY,1
hotZone,FRANK,GALE,NITA,BARLEY,COLETTE,LILY,0
hotZone,FRANK,GALE,NITA,BARLEY,COLETTE,LILY,0
gemGrab,BUSTER,KIT,MR. P,CHESTER,GENE,NITA,1
gemGrab,BUSTER,KIT,MR. P,CHESTER,GENE,NITA,1
gemGrab,BUSTER,KIT,MR. P,CHESTER,GENE,NITA,0
hotZone,BARLEY,KIT,MEG,BERRY,LOU,NITA,0
hotZone,BARLEY,KIT,MEG,BERRY,LOU,NITA,0
gemGrab,CHESTER,GENE,RICO,MEG,RUFFS,SURGE,1
gemGrab,CHESTER,GENE,RICO,MEG,RUFFS,SURGE,1
gemGrab,CHESTER,GENE,RICO,MEG,RUFFS,SURGE,0
heist,ANGELO,CHUCK,JESSIE,COLT,GALE,NITA,1
heist,ANGELO,CHUCK,JESSIE,COLT,GALE,NITA,1
brawlBall,GALE,JESSIE,NITA,BYRON,LARRY & LAWRIE,SURGE,1
brawlBall,GALE,JESSIE,NITA,BYRON,LARRY & LAWRIE,SURGE,1
brawlBall,GALE,JESSIE,NITA,BYRON,LARRY & LAWRIE,SURGE,0
hotZone,AMBER,BIBI,JESSIE,BELLE,LARRY & LAWRIE,MEG,0
hotZone,AMBER,BIBI,JESSIE,BELLE,LARRY & LAWRIE,MEG,0
gemGrab,BO,GALE,MEG,CLANCY,PIPER,SURGE,1
gemGrab,BO,GALE,MEG,CLANCY,PIPER,SURGE,1
brawlBall,CLANCY,DYNAMIKE,FRANK,BIBI,GALE,MICO,0
brawlBall,CLANCY,DYNAMIKE,FRANK,BIBI,GALE,MICO,0
brawlBall,CORDELIUS,MEG,NITA,LARRY & LAWRIE,SANDY,SURGE,0
brawlBall,CORDELIUS,MEG,NITA,LARRY & LAWRIE,SANDY,SURGE,0
brawlBall,CORDELIUS,MEG,NITA,LARRY & LAWRIE,SANDY,SURGE,1
heist,COLT,DYNAMIKE,MEG,COLETTE,CROW,NITA,0
heist,COLT,DYNAMIKE,MEG,COLETTE,CROW,NITA,0
heist,BUZZ,CLANCY,CROW,CARL,COLT,JESSIE,0
heist,BUZZ,CLANCY,CROW,CARL,COLT,JESSIE,0
heist,CLANCY,COLETTE,MEG,AMBER,ANGELO,COLT,1
heist,CLANCY,COLETTE,MEG,AMBER,ANGELO,COLT,0
heist,CLANCY,COLETTE,MEG,AMBER,ANGELO,COLT,1
heist,BONNIE,CHUCK,GALE,CLANCY,CROW,JESSIE,0
heist,BONNIE,CHUCK,GALE,CLANCY,CROW,JESSIE,0
brawlBall,DYNAMIKE,RICO,SPROUT,COLT,MORTIS,SURGE,0
brawlBall,DYNAMIKE,RICO,SPROUT,COLT,MORTIS,SURGE,1
brawlBall,DYNAMIKE,RICO,SPROUT,COLT,MORTIS,SURGE,0
hotZone,EMZ,KIT,LOU,ANGELO,CHESTER,MORTIS,0
hotZone,EMZ,KIT,LOU,ANGELO,CHESTER,MORTIS,0
gemGrab,AMBER,GALE,SANDY,GENE,LEON,RICO,1
gemGrab,AMBER,GALE,SANDY,GENE,LEON,RICO,1
heist,CLANCY,COLT,MEG,8-BIT,CHUCK,CROW,1
heist,CLANCY,COLT,MEG,8-BIT,CHUCK,CROW,1
bounty,BELLE,GUS,MANDY,GRAY,NANI,PIPER,1
bounty,BELLE,GUS,MANDY,GRAY,NANI,PIPER,0
bounty,BELLE,GUS,MANDY,GRAY,NANI,PIPER,1
knockout,CLANCY,LILY,TICK,BUSTER,KIT,SPIKE,1
knockout,CLANCY,LILY,TICK,BUSTER,KIT,SPIKE,1
gemGrab,DYNAMIKE,PIPER,RICO,BIBI,CARL,SPIKE,1
gemGrab,DYNAMIKE,PIPER,RICO,BIBI,CARL,SPIKE,1
gemGrab,DYNAMIKE,PIPER,RICO,BIBI,CARL,SPIKE,0
brawlBall,CROW,LARRY & LAWRIE,SURGE,BIBI,CLANCY,RICO,1
brawlBall,CROW,LARRY & LAWRIE,SURGE,BIBI,CLANCY,RICO,1
gemGrab,CROW,LEON,MEG,EMZ,GENE,SURGE,0
gemGrab,CROW,LEON,MEG,EMZ,GENE,SURGE,0
knockout,BIBI,GENE,RICO,EDGAR,MORTIS,MR. P,0
knockout,BIBI,GENE,RICO,EDGAR,MORTIS,MR. P,0
knockout,BIBI,GENE,RICO,EDGAR,MORTIS,MR. P,1
hotZone,GALE,LILY,SANDY,LEON,SPIKE,SURGE,1
hotZone,GALE,LILY,SANDY,LEON,SPIKE,SURGE,0
hotZone,GALE,LILY,SANDY,LEON,SPIKE,SURGE,1
brawlBall,EL PRIMO,FRANK,NITA,SANDY,SHELLY,STU,0
brawlBall,EL PRIMO,FRANK,NITA,SANDY,SHELLY,STU,0
hotZone,BIBI,DYNAMIKE,SURGE,BARLEY,CORDELIUS,LEON,0
hotZone,BIBI,DYNAMIKE,SURGE,BARLEY,CORDELIUS,LEON,0
hotZone,LEON,MEG,SURGE,BERRY,NITA,SPIKE,0
hotZone,LEON,MEG,SURGE,BERRY,NITA,SPIKE,0
knockout,GENE,LEON,PIPER,COLT,LILY,MAX,0
knockout,GENE,LEON,PIPER,COLT,LILY,MAX,0
bounty,BYRON,GENE,PEARL,ANGELO,COLT,MANDY,0
bounty,BYRON,GENE,PEARL,ANGELO,COLT,MANDY,0
hotZone,CLANCY,LARRY & LAWRIE,MEG,BROCK,GALE,SANDY,1
hotZone,CLANCY,LARRY & LAWRIE,MEG,BROCK,GALE,SANDY,0
hotZone,CLANCY,LARRY & LAWRIE,MEG,BROCK,GALE,SANDY,1
bounty,BELLE,NANI,PIPER,BYRON,EVE,MANDY,1
bounty,BELLE,NANI,PIPER,BYRON,EVE,MANDY,1
heist,BULL,CORDELIUS,JESSIE,CHUCK,COLT,DARRYL,0
heist,BULL,CORDELIUS,JESSIE,CHUCK,COLT,DARRYL,0
brawlBall,CHESTER,MEG,STU,COLETTE,GALE,JESSIE,0
brawlBall,CHESTER,MEG,STU,COLETTE,GALE,JESSIE,0
knockout,GRAY,LARRY & LAWRIE,PIPER,BELLE,GROM,RICO,0
knockout,GRAY,LARRY & LAWRIE,PIPER,BELLE,GROM,RICO,0
bounty,GRAY,GUS,PIPER,BYRON,GENE,RICO,1
bounty,GRAY,GUS,PIPER,BYRON,GENE,RICO,1
gemGrab,AMBER,ANGELO,CHESTER,GENE,JANET,NITA,1
gemGrab,AMBER,ANGELO,CHESTER,GENE,JANET,NITA,1
heist,CHUCK,EMZ,KIT,CORDELIUS,DYNAMIKE,SPIKE,1
heist,CHUCK,EMZ,KIT,CORDELIUS,DYNAMIKE,SPIKE,0
heist,CHUCK,EMZ,KIT,CORDELIUS,DYNAMIKE,SPIKE,1
hotZone,CHESTER,SANDY,TICK,BARLEY,LOU,RUFFS,1
hotZone,CHESTER,SANDY,TICK,BARLEY,LOU,RUFFS,1
gemGrab,AMBER,ANGELO,CHESTER,BUSTER,CLANCY,GALE,0
gemGrab,AMBER,ANGELO,CHESTER,BUSTER,CLANCY,GALE,0
heist,BERRY,GALE,MELODIE,BARLEY,CLANCY,NITA,1
heist,BERRY,GALE,MELODIE,BARLEY,CLANCY,NITA,0
heist,BERRY,GALE,MELODIE,BARLEY,CLANCY,NITA,1
brawlBall,BEA,CHESTER,LARRY & LAWRIE,EL PRIMO,FRANK,GALE,0
brawlBall,BEA,CHESTER,LARRY & LAWRIE,EL PRIMO,FRANK,GALE,0
gemGrab,AMBER,CHESTER,PIPER,MICO,SANDY,SURGE,0
gemGrab,AMBER,CHESTER,PIPER,MICO,SANDY,SURGE,0
hotZone,BERRY,LOU,MEG,CLANCY,JESSIE,RICO,0
hotZone,BERRY,LOU,MEG,CLANCY,JESSIE,RICO,0
gemGrab,BERRY,BIBI,SANDY,FRANK,MICO,SHELLY,1
gemGrab,BERRY,BIBI,SANDY,FRANK,MICO,SHELLY,1
heist,ANGELO,COLT,NANI,CROW,EDGAR,PIPER,0
heist,ANGELO,COLT,NANI,CROW,EDGAR,PIPER,0
gemGrab,COLETTE,GENE,RICO,NITA,SPIKE,SURGE,1
gemGrab,COLETTE,GENE,RICO,NITA,SPIKE,SURGE,1
knockout,BARLEY,GALE,GENE,BUSTER,LARRY & LAWRIE,MANDY,0
knockout,BARLEY,GALE,GENE,BUSTER,LARRY & LAWRIE,MANDY,0
knockout,BARLEY,GALE,GENE,BUSTER,LARRY & LAWRIE,MANDY,1
hotZone,AMBER,BARLEY,MEG,COLT,NITA,SANDY,0
hotZone,AMBER,BARLEY,MEG,COLT,NITA,SANDY,0
heist,BYRON,CLANCY,COLETTE,CHUCK,JESSIE,NANI,1
heist,BYRON,CLANCY,COLETTE,CHUCK,JESSIE,NANI,1
heist,COLT,LEON,MAX,CROW,GRIFF,NANI,1
heist,COLT,LEON,MAX,CROW,GRIFF,NANI,0
heist,COLT,LEON,MAX,CROW,GRIFF,NANI,1
bounty,GENE,MAX,NANI,ANGELO,MEG,PIPER,0
bounty,GENE,MAX,NANI,ANGELO,MEG,PIPER,1
bounty,GENE,MAX,NANI,ANGELO,MEG,PIPER,0
heist,AMBER,BIBI,DYNAMIKE,BARLEY,CLANCY,COLT,0
heist,AMBER,BIBI,DYNAMIKE,BARLEY,CLANCY,COLT,0
heist,AMBER,BIBI,DYNAMIKE,BARLEY,CLANCY,COLT,1
knockout,EVE,GRAY,RICO,BELLE,BROCK,MANDY,1
knockout,EVE,GRAY,RICO,BELLE,BROCK,MANDY,1
gemGrab,BUSTER,PIPER,RICO,DYNAMIKE,GALE,STU,1
gemGrab,BUSTER,PIPER,RICO,DYNAMIKE,GALE,STU,1
bounty,COLT,MEG,PIPER,FANG,LEON,NANI,1
bounty,COLT,MEG,PIPER,FANG,LEON,NANI,0
brawlBall,CHESTER,SHELLY,TICK,BARLEY,LILY,RICO,1
brawlBall,CHESTER,SHELLY,TICK,BARLEY,LILY,RICO,1
hotZone,COLETTE,JESSIE,LARRY & LAWRIE,BERRY,EL PRIMO,POCO,1
hotZone,COLETTE,JESSIE,LARRY & LAWRIE,BERRY,EL PRIMO,POCO,0
hotZone,COLETTE,JESSIE,LARRY & LAWRIE,BERRY,EL PRIMO,POCO,1
bounty,BEA,CROW,PIPER,BYRON,MANDY,TICK,1
bounty,BEA,CROW,PIPER,BYRON,MANDY,TICK,1
knockout,ANGELO,BELLE,R-T,BYRON,CARL,GENE,1
knockout,ANGELO,BELLE,R-T,BYRON,CARL,GENE,1
brawlBall,EL PRIMO,LARRY & LAWRIE,SHELLY,CORDELIUS,EDGAR,SURGE,1
brawlBall,EL PRIMO,LARRY & LAWRIE,SHELLY,CORDELIUS,EDGAR,SURGE,1
gemGrab,8-BIT,BUSTER,SANDY,COLETTE,GALE,PIPER,1
gemGrab,8-BIT,BUSTER,SANDY,COLETTE,GALE,PIPER,1
gemGrab,8-BIT,BUSTER,SANDY,COLETTE,GALE,PIPER,0
hotZone,CHUCK,CORDELIUS,LARRY & LAWRIE,BUZZ,MAX,MELODIE,0
hotZone,CHUCK,CORDELIUS,LARRY & LAWRIE,BUZZ,MAX,MELODIE,0
heist,AMBER,JESSIE,TICK,COLT,GALE,PIPER,0
heist,AMBER,JESSIE,TICK,COLT,GALE,PIPER,0
gemGrab,JESSIE,MEG,SANDY,CROW,PIPER,SPIKE,1
gemGrab,JESSIE,MEG,SANDY,CROW,PIPER,SPIKE,1
gemGrab,COLETTE,CROW,PIPER,CHESTER,GENE,MEG,1
gemGrab,COLETTE,CROW,PIPER,CHESTER,GENE,MEG,1
bounty,CARL,GENE,MR. P,BUZZ,EVE,MICO,1
bounty,CARL,GENE,MR. P,BUZZ,EVE,MICO,1
heist,CROW,MELODIE,PIPER,ANGELO,COLT,JESSIE,1
heist,CROW,MELODIE,PIPER,ANGELO,COLT,JESSIE,1
heist,DYNAMIKE,JESSIE,NITA,COLT,GALE,POCO,1
heist,DYNAMIKE,JESSIE,NITA,COLT,GALE,POCO,0
heist,DYNAMIKE,JESSIE,NITA,COLT,GALE,POCO,1
hotZone,LEON,SPIKE,TICK,BARLEY,FANG,JESSIE,1
hotZone,LEON,SPIKE,TICK,BARLEY,FANG,JESSIE,1
gemGrab,AMBER,BO,GALE,MEG,SANDY,SURGE,0
gemGrab,AMBER,BO,GALE,MEG,SANDY,SURGE,0
knockout,BUSTER,EVE,POCO,BROCK,GROM,MANDY,1
knockout,BUSTER,EVE,POCO,BROCK,GROM,MANDY,1
hotZone,CORDELIUS,LARRY & LAWRIE,MR. P,BARLEY,CROW,FRANK,0
hotZone,CORDELIUS,LARRY & LAWRIE,MR. P,BARLEY,CROW,FRANK,0
bounty,ANGELO,GUS,LARRY & LAWRIE,BERRY,BYRON,R-T,0
bounty,ANGELO,GUS,LARRY & LAWRIE,BERRY,BYRON,R-T,0
brawlBall,CHESTER,COLT,MEG,GALE,JESSIE,R-T,1
brawlBall,CHESTER,COLT,MEG,GALE,JESSIE,R-T,1
brawlBall,CHESTER,COLT,MEG,GALE,JESSIE,R-T,0
heist,BYRON,COLETTE,GRIFF,CLANCY,JESSIE,SPIKE,0
heist,BYRON,COLETTE,GRIFF,CLANCY,JESSIE,SPIKE,0
hotZone,CHESTER,MICO,STU,BARLEY,CHUCK,SANDY,0
hotZone,CHESTER,MICO,STU,BARLEY,CHUCK,SANDY,0
heist,BROCK,CROW,NANI,COLETTE,COLT,PIPER,1
heist,BROCK,CROW,NANI,COLETTE,COLT,PIPER,1
knockout,BO,BUSTER,GENE,BYRON,FRANK,MANDY,1
knockout,BO,BUSTER,GENE,BYRON,FRANK,MANDY,1
bounty,ANGELO,CLANCY,LARRY & LAWRIE,BARLEY,HANK,NANI,1
bounty,ANGELO,CLANCY,LARRY & LAWRIE,BARLEY,HANK,NANI,1
hotZone,JESSIE,LARRY & LAWRIE,RICO,AMBER,GALE,MICO,1
hotZone,JESSIE,LARRY & LAWRIE,RICO,AMBER,GALE,MICO,1
knockout,BROCK,MEG,NANI,BUSTER,MANDY,PIPER,1
knockout,BROCK,MEG,NANI,BUSTER,MANDY,PIPER,1
knockout,BROCK,MEG,NANI,BUSTER,MANDY,PIPER,0
brawlBall,COLETTE,CROW,DYNAMIKE,BARLEY,FRANK,MEG,1
brawlBall,COLETTE,CROW,DYNAMIKE,BARLEY,FRANK,MEG,1
knockout,BYRON,GENE,PEARL,BROCK,NANI,PIPER,1
knockout,BYRON,GENE,PEARL,BROCK,NANI,PIPER,1
bounty,ANGELO,BYRON,MEG,BELLE,COLT,GRAY,1
bounty,ANGELO,BYRON,MEG,BELLE,COLT,GRAY,1
knockout,GENE,PEARL,TICK,ANGELO,BARLEY,EL PRIMO,1
knockout,GENE,PEARL,TICK,ANGELO,BARLEY,EL PRIMO,0
knockout,GENE,PEARL,TICK,ANGELO,BARLEY,EL PRIMO,1
gemGrab,BERRY,GENE,SANDY,GALE,JACKY,MAX,0
gemGrab,BERRY,GENE,SANDY,GALE,JACKY,MAX,0
gemGrab,BERRY,GENE,SANDY,GALE,JACKY,MAX,1
bounty,BYRON,EDGAR,LEON,MEG,MICO,PIPER,1
bounty,BYRON,EDGAR,LEON,MEG,MICO,PIPER,0
bounty,BYRON,EDGAR,LEON,MEG,MICO,PIPER,1
gemGrab,GALE,SANDY,SURGE,GENE,PIPER,RICO,1
gemGrab,GALE,SANDY,SURGE,GENE,PIPER,RICO,1
gemGrab,GALE,SANDY,SURGE,GENE,PIPER,RICO,0
gemGrab,CARL,CORDELIUS,PIPER,COLT,JESSIE,MAX,1
gemGrab,CARL,CORDELIUS,PIPER,COLT,JESSIE,MAX,0
gemGrab,CARL,CORDELIUS,PIPER,COLT,JESSIE,MAX,1
bounty,MICO,NANI,SURGE,CHESTER,GROM,LILY,1
bounty,MICO,NANI,SURGE,CHESTER,GROM,LILY,1
bounty,BELLE,BROCK,MANDY,EDGAR,LEON,LILY,0
bounty,BELLE,BROCK,MANDY,EDGAR,LEON,LILY,0
brawlBall,BUZZ,COLT,SPIKE,AMBER,BROCK,EDGAR,0
brawlBall,BUZZ,COLT,SPIKE,AMBER,BROCK,EDGAR,0
brawlBall,BUZZ,COLT,SPIKE,AMBER,BROCK,EDGAR,1
gemGrab,CLANCY,GENE,SURGE,MEG,PIPER,SANDY,0
gemGrab,CLANCY,GENE,SURGE,MEG,PIPER,SANDY,0
hotZone,MEG,NITA,TICK,BUSTER,BYRON,DYNAMIKE,1
hotZone,MEG,NITA,TICK,BUSTER,BYRON,DYNAMIKE,1
hotZone,MEG,NITA,TICK,BUSTER,BYRON,DYNAMIKE,0
bounty,BELLE,BERRY,CHESTER,BIBI,EVE,MANDY,0
bounty,BELLE,BERRY,CHESTER,BIBI,EVE,MANDY,0
hotZone,CHESTER,JESSIE,PIPER,GALE,GRIFF,MAISIE,0
hotZone,CHESTER,JESSIE,PIPER,GALE,GRIFF,MAISIE,0
bounty,BYRON,NANI,PEARL,BERRY,MEG,PIPER,0
bounty,BYRON,NANI,PEARL,BERRY,MEG,PIPER,0
brawlBall,DRACO,GRIFF,SPIKE,DYNAMIKE,GALE,MAISIE,1
brawlBall,DRACO,GRIFF,SPIKE,DYNAMIKE,GALE,MAISIE,1
brawlBall,LILY,RICO,WILLOW,BERRY,CORDELIUS,FRANK,1
brawlBall,LILY,RICO,WILLOW,BERRY,CORDELIUS,FRANK,1
brawlBall,MEG,SPROUT,SURGE,CHESTER,GALE,MICO,1
brawlBall,MEG,SPROUT,SURGE,CHESTER,GALE,MICO,1
brawlBall,MEG,SPROUT,SURGE,CHESTER,GALE,MICO,0
hotZone,BARLEY,JESSIE,MEG,DRACO,DYNAMIKE,GALE,0
hotZone,BARLEY,JESSIE,MEG,DRACO,DYNAMIKE,GALE,0
hotZone,LEON,NITA,SURGE,BYRON,LILY,MEG,0
hotZone,LEON,NITA,SURGE,BYRON,LILY,MEG,0
hotZone,DYNAMIKE,FRANK,JESSIE,BARLEY,MELODIE,NITA,0
hotZone,DYNAMIKE,FRANK,JESSIE,BARLEY,MELODIE,NITA,0
hotZone,DYNAMIKE,FRANK,JESSIE,BARLEY,MELODIE,NITA,1
bounty,BUSTER,GROM,MEG,CARL,GALE,GENE,0
bounty,BUSTER,GROM,MEG,CARL,GALE,GENE,1
bounty,BUSTER,GROM,MEG,CARL,GALE,GENE,0
bounty,BROCK,EDGAR,SURGE,CLANCY,DYNAMIKE,SHELLY,1
bounty,BROCK,EDGAR,SURGE,CLANCY,DYNAMIKE,SHELLY,1
heist,BELLE,MANDY,MELODIE,COLETTE,GALE,JESSIE,0
heist,BELLE,MANDY,MELODIE,COLETTE,GALE,JESSIE,0
knockout,ANGELO,BROCK,GROM,BYRON,MEG,SPROUT,1
knockout,ANGELO,BROCK,GROM,BYRON,MEG,SPROUT,1
